Time,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,Demand_MW_z26,Demand_MW_z27,Demand_MW_z28,Demand_MW_z29,Demand_MW_z30,Demand_MW_z31,Demand_MW_z32,Demand_MW_z33,Demand_MW_z34,Demand_MW_z35,Demand_MW_z36,Demand_MW_z37,Demand_MW_z38,Demand_MW_z39,Demand_MW_z40,Demand_MW_z41,Demand_MW_z42,Demand_MW_z43,Demand_MW_z44,Demand_MW_z45,Demand_MW_z46,Demand_MW_z47,Demand_MW_z48,Demand_MW_z49,Demand_MW_z50,Demand_MW_z51,Demand_MW_z52,Demand_MW_z53,Demand_MW_z54,Demand_MW_z55,Demand_MW_z56,Demand_MW_z57,Demand_MW_z58,Demand_MW_z59,Demand_MW_z60,Demand_MW_z61,Demand_MW_z62,Demand_MW_z63,Demand_MW_z64
5009,1329.51,1113.16,44.96,59.69,1074.77,206.62,153.14,6.46,71.95,17.26,278.35,2.24,8.99,44.45,7.01,35.27,3.13,53.21,0.56,8.83,0.42,7.01,6.03,86.9,90.02,57.61,391.78,500.22,8.63,576.19,28.72,888.12,106.15,164.46,4467.56,689.03,20.21,5.07,24.83,10.74,17.95,422.36,65.52,98.6,117.87,13.09,84.12,38.24,1584.49,18.57,3.6,6.21,2.62,160.8,1.35,9.32,0.18,3.82,0.34,7.89,20.32,19.92,7.55,9.72
5010,1363.22,1141.39,46.1,61.2,1102.03,211.86,157.02,6.63,73.77,17.7,285.41,2.29,9.21,45.58,7.19,36.17,3.2,54.56,0.57,9.05,0.43,7.18,6.18,89.11,92.31,59.07,401.71,512.91,8.85,590.8,29.45,910.64,108.84,168.63,4580.85,706.5,20.72,5.2,25.46,11.02,18.41,433.07,67.18,101.1,120.86,13.42,86.26,39.21,1624.67,19.04,3.7,6.37,2.68,164.88,1.39,9.56,0.19,3.92,0.35,8.09,20.83,20.42,7.74,9.97
5011,1398.55,1170.97,47.29,62.79,1130.58,217.35,161.09,6.8,75.69,18.16,292.8,2.35,9.45,46.76,7.38,37.1,3.29,55.98,0.59,9.29,0.44,7.37,6.34,91.41,94.7,60.6,412.12,526.2,9.08,606.11,30.22,934.24,111.66,173.0,4699.56,724.81,21.26,5.34,26.12,11.3,18.89,444.3,68.92,103.72,123.99,13.77,88.49,40.23,1666.77,19.53,3.79,6.54,2.75,169.15,1.42,9.81,0.19,4.02,0.36,8.3,21.37,20.95,7.94,10.23
5012,1414.67,1184.46,47.84,63.51,1143.61,219.85,162.94,6.88,76.56,18.37,296.18,2.38,9.56,47.3,7.46,37.53,3.33,56.62,0.6,9.39,0.45,7.45,6.41,92.47,95.79,61.3,416.87,532.26,9.18,613.1,30.56,945.01,112.95,174.99,4753.72,733.16,21.5,5.4,26.42,11.43,19.1,449.42,69.72,104.91,125.42,13.93,89.51,40.69,1685.98,19.76,3.84,6.61,2.78,171.1,1.44,9.92,0.2,4.07,0.36,8.4,21.62,21.19,8.03,10.35
5013,1421.35,1190.05,48.06,63.81,1149.01,220.89,163.71,6.91,76.92,18.46,297.57,2.39,9.61,47.52,7.5,37.71,3.34,56.89,0.6,9.44,0.45,7.49,6.44,92.9,96.24,61.58,418.84,534.77,9.23,615.99,30.71,949.47,113.48,175.82,4776.16,736.62,21.61,5.42,26.55,11.49,19.19,451.54,70.05,105.41,126.01,14.0,89.94,40.88,1693.94,19.85,3.85,6.64,2.8,171.91,1.44,9.96,0.2,4.09,0.36,8.44,21.72,21.29,8.07,10.4
5014,1432.72,1199.57,48.45,64.32,1158.2,222.66,165.02,6.97,77.53,18.6,299.95,2.41,9.68,47.9,7.56,38.01,3.37,57.35,0.6,9.51,0.45,7.55,6.5,93.65,97.01,62.08,422.19,539.05,9.3,620.92,30.95,957.06,114.39,177.22,4814.37,742.52,21.78,5.47,26.76,11.58,19.35,455.15,70.61,106.25,127.02,14.11,90.65,41.21,1707.49,20.01,3.88,6.7,2.82,173.28,1.46,10.04,0.2,4.12,0.37,8.51,21.9,21.46,8.14,10.48
5015,1444.45,1209.4,48.84,64.85,1167.69,224.48,166.37,7.02,78.17,18.76,302.41,2.43,9.76,48.29,7.62,38.32,3.4,57.82,0.61,9.59,0.46,7.61,6.55,94.41,97.81,62.59,425.64,543.47,9.38,626.0,31.21,964.9,115.33,178.68,4853.78,748.59,21.96,5.51,26.98,11.67,19.51,458.88,71.18,107.12,128.06,14.22,91.4,41.55,1721.47,20.17,3.92,6.75,2.84,174.7,1.47,10.13,0.2,4.15,0.37,8.58,22.08,21.64,8.2,10.56
5016,1594.73,1335.22,53.92,71.59,1289.17,247.83,183.68,7.75,86.3,20.71,333.87,2.68,10.78,53.32,8.41,42.31,3.75,63.83,0.67,10.59,0.51,8.4,7.23,104.24,107.98,69.1,469.93,600.01,10.35,691.14,34.45,1065.29,127.32,197.27,5358.78,826.48,24.24,6.08,29.78,12.89,21.53,506.62,78.59,118.26,141.38,15.7,100.91,45.87,1900.57,22.27,4.32,7.45,3.14,192.88,1.62,11.18,0.22,4.58,0.41,9.47,24.37,23.89,9.06,11.66
5017,1511.05,1265.16,51.1,67.84,1221.53,234.83,174.05,7.35,81.77,19.62,316.36,2.54,10.21,50.52,7.97,40.09,3.55,60.48,0.64,10.03,0.48,7.96,6.85,98.77,102.32,65.47,445.27,568.53,9.81,654.87,32.65,1009.39,120.64,186.91,5077.61,783.11,22.97,5.76,28.22,12.21,20.4,480.04,74.47,112.06,133.97,14.88,95.61,43.46,1800.85,21.1,4.1,7.06,2.97,182.76,1.54,10.59,0.21,4.34,0.39,8.97,23.09,22.64,8.58,11.05
5018,1433.41,1200.15,48.47,64.35,1158.76,222.76,165.1,6.97,77.57,18.61,300.1,2.41,9.69,47.92,7.56,38.03,3.37,57.37,0.6,9.52,0.45,7.55,6.5,93.69,97.06,62.11,422.39,539.31,9.31,621.22,30.97,957.52,114.44,177.31,4816.69,742.87,21.79,5.47,26.77,11.58,19.36,455.37,70.64,106.3,127.08,14.12,90.7,41.23,1708.31,20.02,3.89,6.7,2.82,173.37,1.46,10.05,0.2,4.12,0.37,8.51,21.91,21.47,8.14,10.48
5019,1364.73,1142.65,46.15,61.27,1103.24,212.09,157.19,6.64,73.86,17.72,285.72,2.3,9.22,45.63,7.2,36.21,3.21,54.62,0.58,9.06,0.43,7.19,6.19,89.2,92.41,59.13,402.15,513.47,8.86,591.46,29.48,911.65,108.96,168.81,4585.91,707.28,20.75,5.21,25.49,11.03,18.43,433.55,67.26,101.21,120.99,13.44,86.35,39.26,1626.46,19.06,3.7,6.38,2.69,165.06,1.39,9.57,0.19,3.92,0.35,8.1,20.86,20.44,7.75,9.98
5020,1293.4,1082.93,43.74,58.07,1045.58,201.0,148.98,6.29,69.99,16.8,270.79,2.18,8.74,43.24,6.82,34.31,3.04,51.77,0.55,8.59,0.41,6.82,5.86,84.54,87.58,56.04,381.13,486.63,8.4,560.54,27.94,864.0,103.27,159.99,4346.21,670.31,19.66,4.93,24.16,10.45,17.47,410.89,63.74,95.92,114.67,12.74,81.84,37.2,1541.45,18.06,3.51,6.04,2.55,156.43,1.31,9.07,0.18,3.72,0.33,7.68,19.77,19.38,7.35,9.46
5021,1220.74,1022.09,41.28,54.8,986.84,189.71,140.61,5.93,66.06,15.85,255.57,2.05,8.25,40.81,6.44,32.39,2.87,48.86,0.51,8.1,0.39,6.43,5.53,79.79,82.66,52.89,359.72,459.3,7.93,529.05,26.37,815.46,97.46,151.0,4102.05,632.66,18.56,4.66,22.8,9.86,16.48,387.81,60.16,90.53,108.23,12.02,77.24,35.11,1454.85,17.05,3.31,5.7,2.4,147.64,1.24,8.56,0.17,3.51,0.31,7.25,18.66,18.29,6.93,8.93
5022,1171.49,980.85,39.61,52.59,947.03,182.06,134.93,5.7,63.4,15.21,245.26,1.97,7.92,39.17,6.18,31.08,2.75,46.89,0.49,7.78,0.37,6.17,5.31,76.57,79.32,50.76,345.21,440.77,7.61,507.71,25.31,782.56,93.53,144.91,3936.56,607.13,17.81,4.47,21.88,9.47,15.82,372.16,57.73,86.88,103.86,11.54,74.13,33.7,1396.16,16.36,3.18,5.47,2.31,141.69,1.19,8.21,0.16,3.37,0.3,6.95,17.9,17.55,6.65,8.57
5023,1165.66,975.97,39.42,52.33,942.31,181.15,134.26,5.67,63.08,15.14,244.04,1.96,7.88,38.97,6.15,30.92,2.74,46.66,0.49,7.74,0.37,6.14,5.28,76.19,78.93,50.51,343.49,438.57,7.57,505.18,25.18,778.67,93.07,144.19,3916.96,604.11,17.72,4.45,21.77,9.42,15.74,370.31,57.44,86.44,103.34,11.48,73.76,33.53,1389.21,16.28,3.16,5.45,2.29,140.98,1.18,8.17,0.16,3.35,0.3,6.92,17.81,17.46,6.62,8.53
5024,1171.49,980.86,39.61,52.59,947.03,182.06,134.93,5.7,63.4,15.21,245.26,1.97,7.92,39.17,6.18,31.08,2.75,46.89,0.49,7.78,0.37,6.17,5.31,76.57,79.32,50.76,345.21,440.77,7.61,507.71,25.31,782.56,93.53,144.91,3936.56,607.13,17.81,4.47,21.88,9.47,15.82,372.16,57.73,86.88,103.86,11.54,74.13,33.7,1396.16,16.36,3.18,5.47,2.31,141.69,1.19,8.21,0.16,3.37,0.3,6.95,17.9,17.55,6.65,8.57
5025,1190.4,996.69,40.25,53.44,962.32,185.0,137.11,5.79,64.42,15.46,249.22,2.0,8.05,39.8,6.28,31.58,2.8,47.65,0.5,7.9,0.38,6.27,5.4,77.81,80.61,51.58,350.78,447.88,7.73,515.9,25.72,795.19,95.04,147.25,4000.11,616.93,18.1,4.54,22.23,9.62,16.07,378.17,58.66,88.28,105.54,11.72,75.32,34.24,1418.7,16.63,3.23,5.56,2.34,143.98,1.21,8.35,0.16,3.42,0.3,7.07,18.19,17.83,6.76,8.71
5026,1232.41,1031.86,41.67,55.33,996.27,191.53,141.95,5.99,66.69,16.0,258.02,2.07,8.33,41.2,6.5,32.7,2.9,49.33,0.52,8.18,0.39,6.49,5.59,80.55,83.45,53.4,363.16,463.69,8.0,534.11,26.63,823.25,98.4,152.45,4141.26,638.7,18.73,4.7,23.02,9.96,16.64,391.52,60.73,91.39,109.26,12.14,77.98,35.45,1468.76,17.21,3.34,5.76,2.43,149.06,1.25,8.64,0.17,3.54,0.32,7.32,18.84,18.46,7.0,9.01
5027,1363.32,1141.47,46.1,61.21,1102.1,211.87,157.03,6.63,73.78,17.7,285.43,2.29,9.21,45.58,7.19,36.17,3.2,54.57,0.57,9.05,0.43,7.18,6.18,89.11,92.31,59.07,401.74,512.94,8.85,590.85,29.45,910.71,108.85,168.64,4581.17,706.55,20.72,5.2,25.46,11.02,18.41,433.1,67.19,101.1,120.87,13.42,86.26,39.21,1624.78,19.04,3.7,6.37,2.68,164.89,1.39,9.56,0.19,3.92,0.35,8.09,20.84,20.42,7.74,9.97
5028,1460.18,1222.57,49.38,65.55,1180.4,226.92,168.19,7.1,79.02,18.96,305.7,2.46,9.87,48.82,7.7,38.74,3.43,58.44,0.62,9.69,0.46,7.69,6.62,95.44,98.87,63.27,430.28,549.38,9.48,632.82,31.55,975.41,116.58,180.62,4906.65,756.75,22.2,5.57,27.27,11.8,19.72,463.87,71.96,108.29,129.46,14.38,92.39,42.0,1740.22,20.39,3.96,6.82,2.87,176.6,1.48,10.24,0.2,4.2,0.37,8.67,22.32,21.87,8.29,10.68
5029,1584.71,1326.84,53.59,71.14,1281.08,246.28,182.53,7.7,85.76,20.58,331.78,2.67,10.71,52.98,8.36,42.04,3.72,63.43,0.67,10.52,0.5,8.35,7.18,103.58,107.31,68.66,466.98,596.24,10.29,686.79,34.24,1058.6,126.52,196.03,5325.12,821.29,24.09,6.05,29.6,12.81,21.4,503.44,78.1,117.52,140.5,15.61,100.27,45.58,1888.63,22.13,4.3,7.41,3.12,191.67,1.61,11.11,0.22,4.56,0.41,9.41,24.22,23.74,9.0,11.59
5030,1688.13,1413.43,57.08,75.79,1364.68,262.35,194.44,8.21,91.36,21.92,353.43,2.84,11.41,56.44,8.9,44.79,3.97,67.57,0.71,11.21,0.53,8.89,7.65,110.34,114.31,73.14,497.45,635.15,10.96,731.61,36.47,1127.68,134.78,208.82,5672.64,874.89,25.66,6.44,31.53,13.64,22.8,536.29,83.19,125.19,149.66,16.62,106.82,48.56,2011.89,23.58,4.58,7.89,3.32,204.17,1.72,11.84,0.23,4.85,0.43,10.02,25.8,25.29,9.59,12.35
5031,1744.6,1460.7,58.99,78.32,1410.33,271.12,200.95,8.48,94.41,22.65,365.25,2.93,11.79,58.33,9.2,46.28,4.1,69.83,0.74,11.58,0.55,9.19,7.91,114.03,118.13,75.59,514.09,656.4,11.33,756.09,37.69,1165.4,139.29,215.8,5862.38,904.15,26.52,6.66,32.58,14.1,23.56,554.23,85.98,129.38,154.67,17.18,110.39,50.18,2079.18,24.37,4.73,8.15,3.43,211.0,1.77,12.23,0.24,5.02,0.45,10.36,26.66,26.14,9.91,12.76
5032,1775.01,1486.17,60.02,79.69,1434.92,275.85,204.45,8.63,96.06,23.05,371.62,2.99,12.0,59.34,9.36,47.09,4.17,71.05,0.75,11.78,0.56,9.35,8.05,116.02,120.19,76.91,523.06,667.84,11.52,769.27,38.35,1185.72,141.72,219.57,5964.59,919.91,26.98,6.77,33.15,14.34,23.97,563.89,87.47,131.63,157.37,17.48,112.31,51.06,2115.43,24.79,4.81,8.29,3.49,214.68,1.8,12.44,0.25,5.1,0.45,10.54,27.13,26.59,10.08,12.98
5033,1807.31,1513.21,61.11,81.14,1461.02,280.87,208.17,8.79,97.81,23.47,378.38,3.04,12.22,60.42,9.53,47.95,4.25,72.34,0.76,12.0,0.57,9.52,8.19,118.13,122.38,78.31,532.57,679.99,11.73,783.26,39.05,1207.29,144.3,223.56,6073.1,936.65,27.47,6.89,33.75,14.6,24.41,574.15,89.07,134.03,160.23,17.8,114.36,51.99,2153.92,25.24,4.9,8.45,3.56,218.59,1.84,12.67,0.25,5.2,0.46,10.73,27.62,27.07,10.26,13.22
5034,1842.68,1542.83,62.31,82.73,1489.62,286.37,212.24,8.96,99.72,23.93,385.79,3.1,12.45,61.61,9.72,48.89,4.33,73.75,0.78,12.23,0.58,9.71,8.35,120.44,124.77,79.84,543.0,693.3,11.96,798.59,39.81,1230.92,147.12,227.94,6191.98,954.98,28.01,7.03,34.41,14.89,24.88,585.39,90.81,136.65,163.37,18.15,116.6,53.0,2196.08,25.74,5.0,8.61,3.63,222.87,1.87,12.92,0.25,5.3,0.47,10.94,28.16,27.6,10.47,13.48
5035,1880.7,1574.66,63.59,84.43,1520.35,292.28,216.62,9.14,101.78,24.42,393.74,3.16,12.71,62.88,9.92,49.89,4.42,75.28,0.79,12.49,0.6,9.91,8.53,122.93,127.35,81.49,554.2,707.6,12.21,815.07,40.63,1256.32,150.16,232.64,6319.73,974.69,28.59,7.17,35.12,15.2,25.4,597.47,92.68,139.47,166.74,18.52,119.0,54.1,2241.39,26.27,5.1,8.79,3.7,227.47,1.91,13.19,0.26,5.41,0.48,11.17,28.74,28.17,10.68,13.76
5036,1917.81,1605.73,64.85,86.1,1550.35,298.04,220.9,9.32,103.79,24.9,401.51,3.23,12.96,64.12,10.11,50.88,4.51,76.76,0.81,12.73,0.61,10.11,8.69,125.36,129.86,83.1,565.13,721.57,12.45,831.16,41.43,1281.11,153.12,237.23,6444.44,993.92,29.15,7.32,35.82,15.5,25.9,609.26,94.51,142.22,170.03,18.89,121.35,55.16,2285.62,26.79,5.2,8.96,3.77,231.95,1.95,13.45,0.26,5.51,0.49,11.39,29.31,28.73,10.89,14.03
5037,1950.1,1632.76,65.94,87.55,1576.45,303.06,224.62,9.48,105.53,25.32,408.27,3.28,13.18,65.2,10.28,51.74,4.58,78.05,0.82,12.95,0.62,10.28,8.84,127.47,132.05,84.49,574.65,733.71,12.66,845.15,42.13,1302.68,155.7,241.22,6552.93,1010.65,29.64,7.44,36.42,15.76,26.33,619.51,96.1,144.62,172.89,19.2,123.39,56.09,2324.09,27.24,5.29,9.11,3.84,235.86,1.98,13.67,0.27,5.61,0.5,11.58,29.8,29.21,11.08,14.26
5038,1963.26,1643.78,66.39,88.14,1587.09,305.11,226.13,9.54,106.25,25.49,411.03,3.3,13.27,65.64,10.35,52.08,4.61,78.58,0.83,13.03,0.62,10.34,8.9,128.33,132.94,85.06,578.53,738.66,12.75,850.85,42.42,1311.47,156.75,242.85,6597.14,1017.47,29.84,7.49,36.67,15.86,26.51,623.69,96.75,145.59,174.06,19.33,124.22,56.47,2339.78,27.42,5.32,9.17,3.86,237.45,1.99,13.76,0.27,5.64,0.5,11.66,30.0,29.41,11.15,14.36
5039,1945.99,1629.32,65.8,87.36,1573.13,302.42,224.14,9.46,105.31,25.27,407.41,3.27,13.15,65.06,10.26,51.63,4.57,77.89,0.82,12.92,0.62,10.25,8.82,127.2,131.77,84.32,573.44,732.17,12.63,843.37,42.04,1299.93,155.37,240.72,6539.11,1008.52,29.58,7.42,36.34,15.72,26.28,618.21,95.9,144.31,172.53,19.16,123.13,55.97,2319.19,27.18,5.28,9.09,3.83,235.36,1.98,13.64,0.27,5.59,0.5,11.55,29.74,29.15,11.05,14.23
5040,1939.44,1623.84,65.58,87.07,1567.84,301.41,223.39,9.43,104.96,25.18,406.04,3.26,13.11,64.84,10.23,51.45,4.56,77.63,0.82,12.88,0.61,10.22,8.79,126.77,131.32,84.03,571.51,729.71,12.59,840.53,41.9,1295.56,154.85,239.91,6517.13,1005.13,29.48,7.4,36.22,15.67,26.19,616.13,95.58,143.83,171.95,19.1,122.72,55.79,2311.4,27.09,5.26,9.06,3.82,234.57,1.97,13.6,0.27,5.58,0.5,11.51,29.64,29.05,11.02,14.19
5041,1817.46,1521.71,61.46,81.59,1469.23,282.45,209.34,8.84,98.36,23.6,380.51,3.06,12.28,60.76,9.58,48.22,4.27,72.75,0.77,12.07,0.58,9.58,8.24,118.8,123.07,78.75,535.56,683.81,11.8,787.67,39.27,1214.08,145.11,224.82,6107.24,941.91,27.63,6.93,33.94,14.69,24.54,577.38,89.57,134.78,161.13,17.9,115.0,52.28,2166.02,25.38,4.93,8.49,3.58,219.82,1.85,12.74,0.25,5.22,0.46,10.79,27.78,27.23,10.32,13.29
5042,1707.27,1429.45,57.73,76.65,1380.15,265.32,196.65,8.3,92.39,22.17,357.43,2.87,11.54,57.08,9.0,45.29,4.01,68.33,0.72,11.33,0.54,9.0,7.74,111.59,115.6,73.97,503.09,642.35,11.08,739.91,36.88,1140.46,136.31,211.19,5736.94,884.8,25.95,6.51,31.89,13.8,23.05,542.37,84.14,126.61,151.36,16.81,108.03,49.11,2034.69,23.85,4.63,7.98,3.36,206.49,1.73,11.97,0.24,4.91,0.44,10.14,26.09,25.58,9.7,12.49
5043,1602.11,1341.41,54.17,71.93,1295.14,248.98,184.54,7.79,86.7,20.8,335.42,2.7,10.83,53.56,8.45,42.5,3.77,64.13,0.68,10.64,0.51,8.44,7.26,104.72,108.48,69.42,472.11,602.79,10.4,694.34,34.61,1070.22,127.91,198.18,5383.6,830.31,24.35,6.11,29.92,12.95,21.63,508.97,78.95,118.81,142.04,15.78,101.37,46.08,1909.37,22.38,4.34,7.49,3.15,193.77,1.63,11.23,0.22,4.61,0.41,9.51,24.49,24.0,9.1,11.72
5044,1501.86,1257.46,50.78,67.42,1214.1,233.4,172.99,7.3,81.28,19.5,314.43,2.53,10.15,50.21,7.92,39.84,3.53,60.11,0.63,9.97,0.48,7.91,6.81,98.17,101.69,65.07,442.56,565.07,9.75,650.89,32.45,1003.25,119.91,185.78,5046.7,778.35,22.83,5.73,28.05,12.14,20.28,477.12,74.01,111.38,133.15,14.79,95.03,43.2,1789.89,20.98,4.07,7.02,2.96,181.65,1.53,10.53,0.21,4.32,0.38,8.92,22.95,22.5,8.53,10.98
5045,1401.48,1173.42,47.39,62.92,1132.95,217.8,161.43,6.81,75.84,18.2,293.41,2.36,9.47,46.86,7.39,37.18,3.29,56.1,0.59,9.3,0.44,7.38,6.35,91.61,94.9,60.72,412.98,527.3,9.1,607.38,30.28,936.2,111.89,173.36,4709.4,726.33,21.3,5.35,26.17,11.32,18.93,445.23,69.07,103.93,124.25,13.8,88.68,40.31,1670.26,19.57,3.8,6.55,2.76,169.5,1.42,9.83,0.19,4.03,0.36,8.32,21.42,21.0,7.96,10.25
5046,1337.05,1119.48,45.21,60.03,1080.87,207.79,154.0,6.5,72.36,17.36,279.93,2.25,9.04,44.7,7.05,35.47,3.14,53.52,0.56,8.88,0.42,7.05,6.06,87.39,90.54,57.93,394.0,503.06,8.68,579.46,28.89,893.16,106.75,165.39,4492.9,692.94,20.32,5.1,24.97,10.8,18.06,424.76,65.89,99.15,118.54,13.17,84.6,38.46,1593.47,18.67,3.62,6.25,2.63,161.71,1.36,9.37,0.18,3.84,0.34,7.94,20.43,20.03,7.59,9.78
5047,1301.72,1089.9,44.02,58.44,1052.31,202.3,149.94,6.33,70.45,16.9,272.53,2.19,8.8,43.52,6.86,34.53,3.06,52.1,0.55,8.64,0.41,6.86,5.9,85.09,88.14,56.4,383.59,489.77,8.45,564.15,28.12,869.56,103.93,161.02,4374.18,674.63,19.79,4.97,24.31,10.52,17.58,413.54,64.15,96.53,115.41,12.82,82.37,37.44,1551.37,18.18,3.53,6.08,2.56,157.44,1.32,9.13,0.18,3.74,0.33,7.73,19.89,19.5,7.39,9.52
5048,1280.64,1072.24,43.3,57.49,1035.26,199.02,147.51,6.23,69.3,16.63,268.12,2.15,8.66,42.82,6.75,33.97,3.01,51.26,0.54,8.5,0.41,6.75,5.81,83.71,86.72,55.49,377.37,481.83,8.31,555.01,27.67,855.47,102.25,158.41,4303.34,663.7,19.47,4.89,23.92,10.35,17.29,406.84,63.11,94.97,113.54,12.61,81.03,36.84,1526.24,17.89,3.47,5.98,2.52,154.89,1.3,8.98,0.18,3.68,0.33,7.6,19.57,19.18,7.27,9.37
5049,1271.34,1064.46,42.99,57.08,1027.74,197.58,146.44,6.18,68.8,16.51,266.17,2.14,8.59,42.5,6.7,33.73,2.99,50.89,0.54,8.44,0.4,6.7,5.76,83.1,86.09,55.08,374.63,478.33,8.25,550.98,27.47,849.26,101.5,157.26,4272.08,658.88,19.33,4.85,23.74,10.27,17.17,403.88,62.65,94.28,112.71,12.52,80.44,36.57,1515.16,17.76,3.45,5.94,2.5,153.76,1.29,8.91,0.18,3.65,0.33,7.55,19.43,19.05,7.22,9.3
5050,1296.67,1085.67,43.85,58.21,1048.23,201.51,149.35,6.3,70.17,16.84,271.47,2.18,8.76,43.35,6.84,34.4,3.05,51.9,0.55,8.61,0.41,6.83,5.88,84.76,87.8,56.18,382.1,487.87,8.42,561.96,28.01,866.19,103.53,160.4,4357.22,672.01,19.71,4.95,24.22,10.48,17.51,411.93,63.9,96.16,114.96,12.77,82.05,37.3,1545.35,18.11,3.52,6.06,2.55,156.83,1.32,9.09,0.18,3.73,0.33,7.7,19.82,19.42,7.36,9.48
5051,1425.02,1193.13,48.19,63.98,1151.98,221.46,164.14,6.93,77.12,18.5,298.34,2.4,9.63,47.64,7.52,37.81,3.35,57.04,0.6,9.46,0.45,7.51,6.46,93.14,96.49,61.74,419.92,536.16,9.25,617.59,30.79,951.92,113.77,176.27,4788.51,738.53,21.66,5.44,26.61,11.52,19.24,452.71,70.23,105.68,126.34,14.03,90.17,40.99,1698.32,19.9,3.86,6.66,2.8,172.35,1.45,9.99,0.2,4.1,0.36,8.46,21.78,21.35,8.09,10.42
5052,1548.77,1296.74,52.37,69.53,1252.02,240.69,178.39,7.53,83.81,20.11,324.25,2.61,10.47,51.78,8.17,41.09,3.64,61.99,0.65,10.28,0.49,8.16,7.02,101.23,104.87,67.11,456.39,582.72,10.06,671.22,33.46,1034.59,123.65,191.58,5204.35,802.66,23.54,5.91,28.93,12.51,20.91,492.02,76.32,114.86,137.31,15.25,98.0,44.55,1845.8,21.63,4.2,7.24,3.05,187.32,1.57,10.86,0.21,4.45,0.4,9.19,23.67,23.2,8.8,11.33
5053,1655.63,1386.21,55.98,74.33,1338.41,257.3,190.7,8.05,89.6,21.5,346.62,2.79,11.19,55.35,8.73,43.92,3.89,66.27,0.7,10.99,0.52,8.72,7.51,108.22,112.11,71.74,487.88,622.92,10.75,717.53,35.77,1105.97,132.19,204.8,5563.42,858.04,25.17,6.32,30.92,13.38,22.36,525.97,81.59,122.78,146.78,16.3,104.76,47.62,1973.15,23.12,4.49,7.74,3.26,200.24,1.68,11.61,0.23,4.76,0.42,9.83,25.3,24.8,9.4,12.11
5054,1733.07,1451.05,58.6,77.81,1401.01,269.33,199.62,8.43,93.79,22.5,362.84,2.92,11.71,57.94,9.14,45.98,4.07,69.37,0.73,11.51,0.55,9.13,7.86,113.28,117.35,75.09,510.7,652.06,11.25,751.09,37.44,1157.7,138.37,214.38,5823.66,898.18,26.34,6.61,32.37,14.0,23.4,550.57,85.41,128.52,153.65,17.07,109.66,49.85,2065.45,24.21,4.7,8.1,3.41,209.61,1.76,12.15,0.24,4.98,0.44,10.29,26.49,25.96,9.84,12.68
5055,1760.75,1474.23,59.54,79.05,1423.39,273.64,202.81,8.56,95.29,22.86,368.63,2.96,11.9,58.87,9.29,46.71,4.14,70.48,0.74,11.69,0.56,9.28,7.98,115.09,119.23,76.29,518.85,662.47,11.43,763.09,38.04,1176.19,140.58,217.8,5916.67,912.52,26.77,6.72,32.88,14.23,23.78,559.36,86.77,130.58,156.1,17.34,111.41,50.65,2098.44,24.59,4.77,8.23,3.47,212.96,1.79,12.34,0.24,5.06,0.45,10.45,26.91,26.38,10.0,12.88
5056,1776.66,1487.55,60.08,79.76,1436.24,276.11,204.64,8.64,96.15,23.07,371.96,2.99,12.01,59.4,9.37,47.13,4.18,71.11,0.75,11.8,0.56,9.36,8.05,116.13,120.3,76.98,523.54,668.46,11.54,769.98,38.38,1186.82,141.85,219.77,5970.12,920.77,27.01,6.78,33.18,14.36,23.99,564.42,87.56,131.76,157.51,17.5,112.42,51.1,2117.39,24.81,4.82,8.3,3.5,214.88,1.81,12.46,0.25,5.11,0.45,10.55,27.15,26.62,10.09,12.99
5057,1803.29,1509.85,60.98,80.96,1457.78,280.25,207.71,8.77,97.59,23.42,377.54,3.03,12.19,60.29,9.51,47.84,4.24,72.18,0.76,11.97,0.57,9.5,8.18,117.87,122.11,78.13,531.39,678.48,11.71,781.52,38.96,1204.61,143.98,223.06,6059.62,934.57,27.41,6.88,33.68,14.57,24.35,572.88,88.87,133.73,159.87,17.76,114.1,51.87,2149.13,25.19,4.89,8.43,3.55,218.1,1.83,12.64,0.25,5.18,0.46,10.71,27.56,27.01,10.24,13.19
5058,1829.22,1531.55,61.85,82.12,1478.73,284.28,210.69,8.89,98.99,23.75,382.97,3.08,12.36,61.16,9.65,48.53,4.3,73.22,0.77,12.14,0.58,9.64,8.29,119.56,123.86,79.26,539.03,688.23,11.88,792.76,39.52,1221.93,146.05,226.27,6146.74,948.01,27.81,6.98,34.16,14.78,24.7,581.11,90.15,135.65,162.17,18.01,115.74,52.62,2180.03,25.55,4.96,8.55,3.6,221.24,1.86,12.82,0.25,5.26,0.47,10.86,27.96,27.4,10.39,13.38
