ISO,inv_sce,nNodes,ny,ensid,in_sample_year_list,num_rep_days,RPS,line limit rate,CRM reserve,run time(s),greenfield_vRE,greenfield_thermal,greenfield_line,greenfield_storage,VRE_expansion_allowed,thermal_expansion_allowed,line_expansion_allowed,storage_expansion_allowed,total system cost,vRE_est_cost,vRE_FOM_cost,solar-UPV_total_cap,solar-UPV_new_cap,solar-UPV_FOM_cost,solar-UPV_gen,solar-UPV_est_cost,wind-onshore_total_cap,wind-onshore_new_cap,wind-onshore_FOM_cost,wind-onshore_gen,wind-onshore_est_cost,thermal_est_cost,thermal_FOM_cost,thermal_VOM_cost,CCGT_total_cap,CCGT_new_cap,CCGT_FOM_cost,CCGT_gen,CCGT_est_cost,gas fuel cost,Line_total_cap,Line_new_cap,Line_num,Line_FOM_cost,Line_est_cost,Line_flow,storage_total_cap,storage_new_cap,storage_FOM_cost,storage_est_cost,shed load,shedding cost,total generation,storage_charge,storage_discharge,total demand
ERCOT,historic,214,2,30,"[np.int64(2009), np.int64(2017)]",730,1,100,0,16872.35824,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.17E+11,26862723598,6435376012,115370.0979,115370.0979,2768882350,299179950.3,12696939857,114577.9269,114577.9269,3666493661,522533659.2,14165783741,0,0,0,0,0,0,0,0,0,514910.274,514910.274,459,0,1876409176,4347602924,83341.50501,83341.50501,4014977004,16752489358,54153.98132,5415398132,821713609.5,661744459.1,560074808.9,720098113.2
ERCOT,historic,214,2,31,"[np.int64(2009), np.int64(2004)]",730,1,100,0,21209.0127,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.19E+11,26167169954,6210265744,125421.8154,125421.8154,3010123569,373171730.5,13803171493,100004.443,100004.443,3200142175,464305877.9,12363998461,0,0,0,0,0,0,0,0,0,490644.0631,490644.0631,459,0,1808980967,4522321404,100298.9159,100298.9159,4831900272,20161101249,4427.583128,442758312.8,837477608.4,779732135.2,659901124.8,717651025.6
ERCOT,historic,214,2,32,"[np.int64(2009), np.int64(2014)]",730,1,100,0,27257.19733,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.16E+11,27008544337,6522874345,104276.2317,104276.2317,2502629562,244997526.8,11476015595,125632.6495,125632.6495,4020244783,589038547.3,15532528742,0,0,0,0,0,0,0,0,0,475833.7306,475833.7306,459,0,1741992404,4168693485,75556.14928,75556.14928,3639917491,15187553747,75565.4088,7556540880,834036074.1,714232340.7,604579117.6,724458416.4
ERCOT,historic,214,2,33,"[np.int64(2009), np.int64(2016)]",730,1,100,0,14566.39771,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.21E+11,28287058585,6775532757,121724.6761,121724.6761,2921392227,310531876.8,13396286556,120441.8916,120441.8916,3854140530,526506472.3,14890772028,0,0,0,0,0,0,0,0,0,373399.3681,373399.3681,459,0,1378540152,3352631871,94857.09078,94857.09078,4569740348,19067239110,10173.63264,1017363264,837038349.1,760676341.9,643844263.3,720216444.1
ERCOT,historic,214,2,34,"[np.int64(2009), np.int64(2018)]",730,1,100,0,17348.96243,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.27E+11,30242647752,7287118600,120514.9334,120514.9334,2892358402,281314714.5,13263149542,137336.2562,137336.2562,4394760198,569752513.9,16979498209,0,0,0,0,0,0,0,0,0,361179.8606,361179.8606,459,0,1366067518,3243167441,97818.66934,97818.66934,4712414395,19662546494,0.001117409,111.7409473,851067228.4,779601992,659879068.4,731344304.9
ERCOT,historic,214,2,35,"[np.int64(2017), np.int64(2004)]",730,1,100,0,14219.56218,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.12E+11,25702958040,6081898456,127253.814,127253.814,3054091537,378611032,14004790258,94618.96622,94618.96622,3027806919,438833453,11698167782,0,0,0,0,0,0,0,0,0,422751.8037,422751.8037,459,0,1613582615,3833420325,90616.68641,90616.68641,4365458868,18214874745,0.005478019,547.8019227,817444485,680293928.6,575774057.5,712924614
ERCOT,historic,214,2,36,"[np.int64(2017), np.int64(2014)]",730,1,100,0,12117.00197,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.06E+11,26522767316,6364590225,111534.1439,111534.1439,2676819453,276237220.7,12274777800,115242.8366,115242.8366,3687770773,538946661,14247989516,0,0,0,0,0,0,0,0,0,419138.1086,419138.1086,459,0,1597804883,3558085471,73826.95019,73826.95019,3556613325,14839967161,0.007154269,715.4268798,815183881.7,621912070.9,526460194,719732004.8
ERCOT,historic,214,2,37,"[np.int64(2017), np.int64(2016)]",730,1,100,0,17157.96274,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.12E+11,27405755853,6557603392,119455.7828,119455.7828,2866938787,310695809.1,13146585789,115333.2689,115333.2689,3690664605,506667268.6,14259170064,0,0,0,0,0,0,0,0,0,362568.5031,362568.5031,459,0,1401048590,3218738918,82787.85125,82787.85125,3988304734,16641199327,0.000742495,74.24951784,817363077.7,663510574.3,561637529.1,715490032.5
ERCOT,historic,214,2,38,"[np.int64(2017), np.int64(2018)]",730,1,100,0,12770.99493,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.24E+11,28885603345,6915577514,125041.3039,125041.3039,3000991294,316543629.1,13761294688,122330.8194,122330.8194,3914586220,522037573.7,15124308657,0,0,0,0,0,0,0,0,0,383672.6854,383672.6854,459,0,1500592999,3430503076,93614.291,93614.291,4509868469,18817423726,26630.50081,2663050081,838581202.8,729392336.9,617402396.8,726617893.2
ERCOT,historic,214,2,39,"[np.int64(2004), np.int64(2014)]",730,1,100,0,13525.28535,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.09E+11,24588887594,5796612651,126570.1552,126570.1552,3037683724,390694105.2,13929550871,86216.52896,86216.52896,2758928927,422781338.1,10659336723,0,0,0,0,0,0,0,0,0,400920.4112,400920.4112,459,0,1526666874,3643089091,90661.06146,90661.06146,4367596636,18223794581,883.4300531,88343005.31,813475443.3,627025441,530834031.4,717284917.2
