ISO,inv_sce,nNodes,ny,ensid,in_sample_year_list,num_rep_days,RPS,line limit rate,CRM reserve,run time(s),greenfield_vRE,greenfield_thermal,greenfield_line,greenfield_storage,VRE_expansion_allowed,thermal_expansion_allowed,line_expansion_allowed,storage_expansion_allowed,total system cost,vRE_est_cost,vRE_FOM_cost,solar-UPV_total_cap,solar-UPV_new_cap,solar-UPV_FOM_cost,solar-UPV_gen,solar-UPV_est_cost,wind-onshore_total_cap,wind-onshore_new_cap,wind-onshore_FOM_cost,wind-onshore_gen,wind-onshore_est_cost,thermal_est_cost,thermal_FOM_cost,thermal_VOM_cost,CCGT_total_cap,CCGT_new_cap,CCGT_FOM_cost,CCGT_gen,CCGT_est_cost,gas fuel cost,Line_total_cap,Line_new_cap,Line_num,Line_FOM_cost,Line_est_cost,Line_flow,storage_total_cap,storage_new_cap,storage_FOM_cost,storage_est_cost,shed load,shedding cost,total generation,storage_charge,storage_discharge,total demand
ISONE,historic,64,2,11,"[np.int64(2006), np.int64(2009)]",730,1,100,0,3348.479372,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,55656503681,12802865426,2979354138,74555.02805,74555.02805,1789320673,135156992,8205078476,37188.54578,37188.54578,1190033465,162037608.3,4597786951,0,0,0,0,0,0,0,0,0,84388.71893,84388.71893,159,0,354916613,798979984.5,46917.38301,46917.38301,2260244927,9430870723,0.000262353,26.23526204,297194600.4,384806757.8,325740317.5,238128160.1
ISONE,historic,64,2,21,"[np.int64(2012), np.int64(2014)]",730,1,100,0,3431.222224,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,53251485784,12759882986,3012651051,64650.45563,64650.45563,1551610935,116315284.7,7115040739,45657.50362,45657.50362,1461040116,178002648.9,5644842246,0,0,0,0,0,0,0,0,0,96564.14584,96564.14584,159,0,358982640.6,886449496.2,42114.16983,42114.16983,2028850132,8465376068,0.000298055,29.80550532,294317933.6,352785106.8,298602267.1,240135093.9
ISONE,historic,64,2,12,"[np.int64(2006), np.int64(2017)]",730,1,100,0,3438.016688,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,48426933510,9678595902,2285258785,49014.00026,49014.00026,1176336006,116128057.4,5394186402,34653.83685,34653.83685,1108922779,169130252.6,4284409500,0,0,0,0,0,0,0,0,0,102980.5788,102980.5788,159,0,428686248.5,965200127.5,47438.32157,47438.32157,2285341142,9535584668,0.000184602,18.46024005,285258310,301107418.4,254855223.3,239006114.8
ISONE,historic,64,2,22,"[np.int64(2012), np.int64(2016)]",730,1,100,0,3697.734837,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,53796329907,12887872025,3046548916,64478.59623,64478.59623,1547486310,115187213,7096126927,46845.70644,46845.70644,1499062606,181063506,5791745098,0,0,0,0,0,0,0,0,0,101295.155,101295.155,159,0,383734739.6,904381593.1,42458.42389,42458.42389,2045434571,8534574632,0.0014017,140.170034,296250719,364275507,308284034.2,240259246.2
ISONE,historic,64,2,3,"[np.int64(2001), np.int64(2009)]",730,1,100,0,4239.545854,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,55026623622,12971538652,3028482808,73335.09134,73335.09134,1760042192,128474260.1,8070819571,39638.76923,39638.76923,1268440615,170357439.7,4900719081,0,0,0,0,0,0,0,0,0,79578.65887,79578.65887,159,0,330555469.2,796712262.1,44877.21023,44877.21023,2161959603,9020775263,0.000343256,34.32557816,298831699.7,389884688.7,330028639.4,238975650.4
ISONE,historic,64,2,23,"[np.int64(2012), np.int64(2018)]",730,1,100,0,3417.838288,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,56448306916,12065327256,2831758155,64900.80345,64900.80345,1557619283,130805222.4,7142592517,39816.83975,39816.83975,1274138872,176065201.8,4922734739,0,0,0,0,0,0,0,0,0,95423.2163,95423.2163,159,0,371742488.2,846380153.7,51990.75849,51990.75849,2504654790,10450670747,0.00042201,42.20097679,306870424.3,420752451.5,356169110.5,242287083.2
ISONE,historic,64,2,13,"[np.int64(2006), np.int64(2004)]",730,1,100,0,4282.282968,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,54515617471,11213593619,2660276874,53982.00114,53982.00114,1295568027,111345245.1,5940934733,42647.15144,42647.15144,1364708846,188735696.2,5272658886,0,0,0,0,0,0,0,0,0,95546.75149,95546.75149,159,0,433629637.5,922075335.6,51970.62499,51970.62499,2503684859,10446623709,0.000760821,76.08209623,300080941.3,400791542.1,339278732.2,238568131.4
ISONE,historic,64,2,4,"[np.int64(2001), np.int64(2017)]",730,1,100,0,3156.15866,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,48147044087,10372494839,2475333270,46678.5695,46678.5695,1120285668,101500949.1,5137162924,42345.23755,42345.23755,1355047602,191217216.9,5235331915,0,0,0,0,0,0,0,0,0,98468.15131,98468.15131,159,0,396469768.7,923066521.8,43458.54333,43458.54333,2093615325,8735608801,0.00080391,80.39097392,292718166,343995703.1,291131142.2,239853605.1
ISONE,historic,64,2,14,"[np.int64(2006), np.int64(2014)]",730,1,100,0,4774.888788,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47942421099,9632948657,2278789670,47822.10454,47822.10454,1147730509,112879295.7,5263013520,35345.59879,35345.59879,1131059161,175251092.8,4369935136,0,0,0,0,0,0,0,0,0,104620.9215,104620.9215,159,0,428448132.6,968636004.5,46676.23073,46676.23073,2248627415,9382396664,0.000211787,21.1786848,288130388.5,318307180.3,269440160,239263368.2
ISONE,historic,64,2,5,"[np.int64(2001), np.int64(2004)]",730,1,100,0,4462.696211,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,53910061684,11890312302,2778053871,66774.96647,66774.96647,1602599195,132340877.7,7348851639,36732.95862,36732.95862,1175454676,164444084.1,4541460663,0,0,0,0,0,0,0,0,0,98312.60235,98312.60235,159,0,440521644.9,933000271.9,47539.51989,47539.51989,2290216370,9555926557,0.001937905,193.7905319,296784961.8,373740962,316371621.9,239415621.7
ISONE,historic,64,2,35,"[np.int64(2017), np.int64(2004)]",730,1,100,0,3180.682107,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,53958050255,11238851330,2660292869,55436.04838,55436.04838,1330465161,115833324,6100958436,41557.11589,41557.11589,1329827708,185256903.9,5137892894,0,0,0,0,0,0,0,0,0,101089.7689,101089.7689,159,0,466766936.5,951871867.7,50617.43602,50617.43602,2438494980,10174618975,0.000742238,74.223831,301090228,397867565.4,336801654,240024316.6
ISONE,historic,64,2,25,"[np.int64(2002), np.int64(2017)]",730,1,100,0,3797.543902,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,48406443226,9284669165,2214095202,42147.66566,42147.66566,1011543976,109277492.9,4638518868,37579.72583,37579.72583,1202551227,179456908.1,4646150297,0,0,0,0,0,0,0,0,0,86569.13866,86569.13866,159,0,347754473.5,920480462,49588.43741,49588.43741,2388922972,9967779799,1.97E-05,1.973317461,288734401,318801430.4,269840764.8,239773735.4
ISONE,historic,64,2,1,"[np.int64(2001), np.int64(2012)]",730,1,100,0,3590.378103,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,53725686346,12613111857,2976726338,64190.32473,64190.32473,1540567794,120603943.7,7064401498,44879.95452,44879.95452,1436158545,174401514.7,5548710359,0,0,0,0,0,0,0,0,0,101482.4317,101482.4317,159,0,380384612.2,872581978.4,43712.95746,43712.95746,2105871726,8786748626,0.0002745,27.44995575,295005458.5,362634236.4,306897923.6,239269145.6
ISONE,historic,64,2,6,"[np.int64(2001), np.int64(2014)]",730,1,100,0,3323.733751,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,46285230486,9782036885,2328992275,45232.47362,45232.47362,1085579367,104603851.8,4978014299,38856.65339,38856.65339,1243412908,184694634.3,4804022586,0,0,0,0,0,0,0,0,0,97773.69421,97773.69421,159,0,392876108.8,897562158.5,42693.99474,42693.99474,2056783196,8581926765,0.000245403,24.54028547,289298486.1,320317254.7,271129627,240110858.4
