loc_index,lon,lat,mask,FIPS,distance_miles
4,-102.683,31.916,0.4141767,48135,20.03274833137552
5,-102.556,31.922,0.6048101,48135,12.745239361185751
6,-102.301,31.935,1.0,48135,4.575539072347129
7,-102.436,32.037,0.3948102,48135,12.06523120880081
0,-100.537,29.625,1.0,48137,33.30036981874431
1,-100.413,29.629,1.0,48137,29.317792611627443
2,-100.289,29.633,1.0,48137,26.855994226934026
3,-100.165,29.637,1.0,48137,26.34456229190876
4,-100.041,29.64,1.0,48137,27.954779224327144
5,-100.665,29.729,1.0,48137,33.62941279002162
6,-100.541,29.733,1.0,48137,27.77307197792066
7,-100.417,29.737,1.0,48137,22.863445122372816
0,-96.936,32.062,0.33639908,48139,24.132039150185225
1,-96.808,32.17,1.0,48139,16.231308914645247
2,-97.064,32.279,0.8508509,48139,15.437336978426782
3,-96.936,32.279,0.3636313,48139,10.108465677946267
4,-96.679,32.278,0.28854793,48139,12.985459359759341
5,-96.679,32.387,1.0,48139,9.747845082010867
6,-96.55,32.495,0.42350608,48139,18.33106580385096
0,-97.959,32.058,1.0,48143,18.7517086622279
1,-98.09,32.273,1.0,48143,8.633511022003686
2,-98.348,32.379,1.0,48143,13.559078318387398
3,-98.22,32.38,0.39010662,48143,11.39005240512532
4,-98.091,32.382,0.2956466,48143,13.796034066035672
5,-98.221,32.489,0.3447953,48143,18.90085807854471
6,-98.093,32.49,0.89876235,48143,20.382938815461415
0,-97.063,31.087,1.0,48145,18.268591045214908
1,-96.81,31.195,0.7379871,48145,9.247152468337923
2,-96.684,31.195,0.49068367,48145,14.654331729587238
3,-97.19,31.304,0.3290856,48145,17.54754275502317
4,-97.063,31.304,0.15694469,48145,10.037153694649986
5,-96.937,31.304,0.11277765,48145,2.59764193686864
6,-96.81,31.304,1.0,48145,4.943100074113661
7,-96.937,31.412,0.5426135,48145,7.582208203564395
0,-96.285,33.361,0.8539382,48147,16.5767791957856
1,-96.284,33.47,1.0,48147,9.773001650861117
2,-95.894,33.467,0.053598583,48147,19.01712834532654
3,-95.892,33.575,0.87231946,48147,17.21928448777393
4,-96.021,33.685,0.9722476,48147,11.82045411178964
5,-96.15,33.795,1.0,48147,14.452389933408737
6,-95.889,33.793,0.33130604,48147,22.372819918669947
0,-97.186,29.791,1.0,48149,20.375564280648952
1,-96.814,29.791,0.24145716,48149,9.204162167673166
2,-96.938,30.007,1.0,48149,7.448824362802934
3,-96.813,30.007,1.0,48149,7.526893135942304
4,-96.813,30.115,0.48159337,48149,14.436587505327566
0,-100.544,32.656,1.0,48151,14.396050788164667
1,-100.415,32.66,0.7562539,48151,13.694870882493873
2,-100.286,32.664,1.0,48151,16.758345032907464
3,-100.157,32.668,0.40929562,48151,22.07054469959003
4,-100.549,32.765,0.7688658,48151,7.830095501936833
5,-100.291,32.772,0.7017607,48151,11.624092294297443
6,-100.553,32.873,0.88037485,48151,5.252881314666238
7,-100.166,32.885,1.0,48151,17.546928765703623
0,-101.388,33.93,1.0,48153,4.716387833121527
1,-101.127,33.94,1.0,48153,12.416431203021272
2,-101.525,34.034,0.14797974,48153,11.349461134351904
3,-101.394,34.039,0.47203618,48153,5.041019524206215
4,-101.263,34.044,1.0,48153,5.943933977265508
5,-101.269,34.152,1.0,48153,12.24765003778384
6,-101.407,34.256,1.0,48153,19.208413365364162
0,-99.944,33.868,0.024629295,48155,14.94784236692427
1,-99.948,33.977,0.44035614,48155,12.86476876574603
2,-99.818,33.98,1.0,48155,5.398188808173792
3,-99.556,33.986,0.6531011,48155,9.65260727796163
4,-99.953,34.086,1.0,48155,14.901054389767406
5,-99.821,34.089,1.0,48155,9.131842930812407
6,-99.69,34.092,1.0,48155,7.703363734089759
7,-99.957,34.194,1.0,48155,19.6997030148646
0,-95.825,29.353,1.0,48157,20.109739228181827
1,-95.702,29.352,0.07247549,48157,17.10512671840681
2,-95.948,29.462,0.016196668,48157,20.872959065302545
3,-95.7,29.46,1.0,48157,9.975016757434462
0,-95.253,33.024,1.0,48159,10.597424445196468
1,-95.25,33.133,0.54068017,48159,3.291102555320987
2,-95.245,33.35,1.0,48159,12.045459986462978
0,-96.174,31.517,0.5868747,48161,9.971207971765239
1,-96.173,31.626,0.41453832,48161,6.3244407505617435
2,-95.792,31.622,0.95820844,48161,28.78536153611619
3,-96.427,31.735,1.0,48161,11.2933691631859
4,-96.3,31.735,0.23508394,48161,7.354994920087252
5,-95.918,31.732,1.0,48161,22.47603508471031
6,-96.299,31.843,0.4249575,48161,14.744662367221304
7,-96.044,31.841,0.5778686,48161,20.139150683611938
0,-99.024,28.694,1.0,48163,14.313676864440103
1,-98.901,28.697,1.0,48163,17.931114693327174
2,-99.395,28.794,1.0,48163,19.248687558050733
3,-99.272,28.797,1.0,48163,12.422286222047363
4,-99.149,28.8,1.0,48163,7.032778603905962
8,-99.275,28.905,1.0,48163,10.797476445133755
10,-98.906,28.912,1.0,48163,11.691012549150956
12,-99.155,29.015,1.0,48163,9.190908647213869
0,-94.957,29.448,1.0,48167,14.307420108023042
0,-101.21,33.067,1.0,48169,13.107166112579225
1,-101.081,33.072,1.0,48169,19.252038328944344
2,-101.216,33.176,1.0,48169,9.640285799739516
5,-101.222,33.284,1.0,48169,11.238089623357121
7,-101.488,33.383,1.0,48169,14.59972451406852
8,-101.358,33.388,1.0,48169,13.643847413302577
9,-101.228,33.393,1.0,48169,16.51121979505133
4,-101.481,33.274,0.59135693,48169,8.12363077663579
0,-99.187,30.201,0.088458,48171,19.185418206047387
1,-99.062,30.203,0.29655063,48171,11.991692616040691
2,-99.19,30.309,1.0,48171,19.056389271184507
3,-98.689,30.318,1.0,48171,11.687037519945745
4,-99.193,30.417,0.06034857,48171,21.65529504520901
5,-99.067,30.419,1.0,48171,15.573434939403151
