,name,mask,lat,lon,loc_index,FIPS
456,50015_wind_0,65.75592528,44.489,-72.721,0.0,50015.0
457,50015_wind_1,70.34274288,44.621,-72.829,1.0,50015.0
458,50015_wind_2,55.5929496,44.593,-72.682,2.0,50015.0
459,50015_wind_3,41.326223039999995,44.566,-72.535,3.0,50015.0
460,50015_wind_4,79.81848,44.698,-72.643,4.0,50015.0
461,50015_wind_5,58.3378272,44.67,-72.496,5.0,50015.0
462,50015_wind_6,0.0,,,6.0,50015.0
463,50015_wind_7,0.0,,,7.0,50015.0
464,50017_wind_0,80.85507840000001,43.939,-72.768,0.0,50017.0
465,50017_wind_1,59.25711312,43.855,-72.332,1.0,50017.0
466,50017_wind_2,53.457192000000006,43.988,-72.439,2.0,50017.0
467,50017_wind_3,64.12536432,43.96,-72.293,3.0,50017.0
468,50017_wind_4,58.25365344,43.931,-72.148,4.0,50017.0
469,50017_wind_5,54.501675840000004,44.064,-72.254,5.0,50017.0
470,50017_wind_6,66.50524367999999,44.197,-72.361,6.0,50017.0
471,50017_wind_7,61.30259136,44.168,-72.215,7.0,50017.0
472,50019_wind_0,47.6386128,44.642,-72.35,0.0,50019.0
473,50019_wind_1,72.2936304,44.774,-72.457,1.0,50019.0
474,50019_wind_2,48.917484,44.746,-72.31,2.0,50019.0
475,50019_wind_3,53.8817688,44.718,-72.163,3.0,50019.0
476,50019_wind_4,57.17844,44.879,-72.418,4.0,50019.0
477,50019_wind_5,68.70902832,44.794,-71.977,5.0,50019.0
478,50019_wind_6,81.0254232,44.983,-72.378,6.0,50019.0
479,50019_wind_7,77.58561599999999,44.898,-71.936,7.0,50019.0
480,50021_wind_0,66.79171296,43.338,-73.14,0.0,50021.0
481,50021_wind_1,84.38350608,43.311,-72.996,1.0,50021.0
482,50021_wind_2,63.94580208,43.443,-73.102,2.0,50021.0
483,50021_wind_3,70.80588,43.415,-72.958,3.0,50021.0
484,50021_wind_4,79.6736592,43.388,-72.814,4.0,50021.0
485,50021_wind_5,93.6237456,43.625,-72.882,5.0,50021.0
486,50021_wind_6,66.93525072,43.757,-72.989,6.0,50021.0
487,50021_wind_7,91.84101696,43.729,-72.844,7.0,50021.0
488,50023_wind_0,90.27176544,44.071,-72.875,0.0,50023.0
489,50023_wind_1,76.2882048,44.043,-72.729,1.0,50023.0
490,50023_wind_2,65.9435976,44.175,-72.836,2.0,50023.0
491,50023_wind_3,71.48196432,44.28,-72.798,3.0,50023.0
492,50023_wind_4,67.57988256,44.252,-72.652,4.0,50023.0
493,50023_wind_5,61.452927360000004,44.357,-72.613,5.0,50023.0
494,50023_wind_6,80.5304304,44.301,-72.321,6.0,50023.0
495,50023_wind_7,71.71340688000001,44.461,-72.574,7.0,50023.0
496,50025_wind_0,87.22457856,42.969,-72.965,0.0,50025.0
497,50025_wind_1,52.484303520000005,42.941,-72.822,1.0,50025.0
498,50025_wind_2,80.90278559999999,43.073,-72.927,2.0,50025.0
499,50025_wind_3,59.569884,43.046,-72.784,3.0,50025.0
500,50025_wind_4,54.595419840000005,43.018,-72.641,4.0,50025.0
501,50025_wind_5,66.2429808,43.151,-72.746,5.0,50025.0
502,50025_wind_6,66.06024479999999,43.123,-72.602,6.0,50025.0
503,50025_wind_7,50.623248960000005,43.228,-72.564,7.0,50025.0
504,50027_wind_0,48.7533888,43.255,-72.708,0.0,50027.0
505,50027_wind_1,61.41049344,43.465,-72.632,1.0,50027.0
506,50027_wind_2,80.5473504,43.597,-72.738,2.0,50027.0
507,50027_wind_3,55.69049088,43.569,-72.593,3.0,50027.0
508,50027_wind_4,83.25262079999999,43.702,-72.699,4.0,50027.0
509,50027_wind_5,100.90435104,43.862,-72.951,5.0,50027.0
510,50027_wind_6,83.03754239999999,43.834,-72.806,6.0,50027.0
511,50027_wind_7,51.8448816,43.806,-72.661,7.0,50027.0
